,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
16275,12288140,JE132669,02/04/2021 06:45:00 PM,043XX W DIVISION ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,False,True,1111,11,37.0,23,08B,1147139.0,1907641.0,2021,02/11/2021 03:47:49 PM,41.902533015,-87.73497758299999,"(41.902533015, -87.734977583)"
33525,12317636,JE171490,02/11/2021 05:15:00 PM,015XX W THORNDALE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,2013,20,48.0,77,11,1165037.0,1939624.0,2021,03/19/2021 04:48:59 PM,41.989934556,-87.66832374,"(41.989934556, -87.66832374)"
904,12268808,JE111889,01/02/2021 12:00:00 PM,019XX W FARRAGUT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),False,False,2012,20,40.0,4,11,1162324.0,1934873.0,2021,01/16/2021 03:49:23 PM,41.976955013,-87.678436261,"(41.976955013, -87.678436261)"
15235,12283243,JE129141,02/01/2021 10:30:00 AM,027XX S CENTRAL PARK AVE,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,True,True,1032,10,22.0,30,04B,1152813.0,1885534.0,2021,02/08/2021 03:48:15 PM,41.84175850000001,-87.71472110799999,"(41.8417585, -87.714721108)"
20957,12296257,JE145941,02/14/2021 12:04:00 PM,062XX W BYRON ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1633,16,38.0,17,06,1134198.0,1925273.0,2021,02/23/2021 03:45:37 PM,41.951155125,-87.782096418,"(41.951155125, -87.782096418)"
7764,12272204,JE115911,01/17/2021 11:15:00 PM,004XX N LAKE SHORE DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1834,18,42.0,8,08B,1180011.0,1903658.0,2021,01/24/2021 03:47:22 PM,41.890910853,-87.614356731,"(41.890910853, -87.614356731)"
31723,12311653,JE164561,03/09/2021 07:00:00 PM,017XX N WELLS ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1814,18,43.0,7,06,1174373.0,1912149.0,2021,03/16/2021 04:52:52 PM,41.914338356,-87.63480814100002,"(41.914338356, -87.634808141)"
3328,12260869,JE102105,01/03/2021 12:50:00 PM,083XX S LANGLEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,632,6,6.0,44,14,1182380.0,1849674.0,2021,01/16/2021 03:49:23 PM,41.742719912,-87.60733174100002,"(41.742719912, -87.607331741)"
45283,12334683,JE192852,04/05/2021 03:00:00 AM,072XX S PHILLIPS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,334,3,7.0,43,14,1193779.0,1857336.0,2021,04/12/2021 05:33:53 PM,41.763473561,-87.565315651,"(41.763473561, -87.565315651)"
61365,12359101,JE222255,05/06/2021 07:30:00 PM,024XX S BLUE ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1034,10,25.0,31,14,1162651.0,1887685.0,2021,05/13/2021 05:03:37 PM,41.847460946999995,-87.678558495,"(41.847460947, -87.678558495)"
19499,12293583,JE142394,01/15/2021 07:00:00 PM,002XX W 69TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,HOSPITAL BUILDING / GROUNDS,False,False,731,7,6.0,69,11,1175600.0,1859211.0,2021,02/19/2021 03:45:56 PM,41.769044859,-87.631888748,"(41.769044859, -87.631888748)"
50073,12340455,JE199569,04/14/2021 06:31:00 PM,077XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,421,4,7.0,43,08B,1194532.0,1854231.0,2021,04/21/2021 04:52:37 PM,41.754934725,-87.56265776299999,"(41.754934725, -87.562657763)"
14903,12282808,JE128627,01/31/2021 07:15:00 PM,048XX S DR MARTIN LUTHER KING JR DR,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,True,223,2,3.0,38,04A,1179678.0,1872994.0,2021,02/07/2021 03:46:17 PM,41.806774484,-87.61651965200001,"(41.806774484, -87.616519652)"
50003,12339903,JE198959,04/14/2021 08:00:00 AM,052XX N BROADWAY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2023,20,48.0,77,06,1167370.0,1934861.0,2021,04/21/2021 04:52:37 PM,41.976814727,-87.659880317,"(41.976814727, -87.659880317)"
40708,12326135,JE182101,03/27/2021 11:00:00 AM,028XX E 77TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,421,4,7.0,43,14,1196527.0,1854628.0,2021,04/03/2021 05:04:00 PM,41.755974849,-87.55533365299999,"(41.755974849, -87.555333653)"
27395,12303481,JE154811,02/28/2021 05:00:00 AM,070XX S PAXTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,331,3,5.0,43,14,1192102.0,1858561.0,2021,03/07/2021 03:52:28 PM,41.766875979,-87.57142231200001,"(41.766875979, -87.571422312)"
20608,12292959,JE141593,02/14/2021 03:05:00 PM,012XX N MONTICELLO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2535,25,26.0,23,14,1151812.0,1907996.0,2021,02/21/2021 03:48:47 PM,41.903416445,-87.71780339200001,"(41.903416445, -87.717803392)"
10036,12275417,JE119607,01/21/2021 10:45:00 PM,041XX W CRYSTAL ST,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,False,False,2534,25,37.0,23,14,1148551.0,1908014.0,2021,01/28/2021 03:49:05 PM,41.903529422,-87.729781385,"(41.903529422, -87.729781385)"
4768,12267332,JE110242,01/11/2021 03:00:00 PM,023XX W GRAND AVE,0810,THEFT,OVER $500,APARTMENT,False,False,1221,12,26.0,24,06,1160898.0,1903428.0,2021,01/18/2021 04:01:40 PM,41.890697730999996,-87.684555359,"(41.890697731, -87.684555359)"
5492,12268204,JE111203,01/12/2021 10:50:00 PM,082XX S KINGSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,423,4,7.0,46,08B,1194606.0,1850889.0,2021,01/19/2021 03:53:51 PM,41.745762194,-87.56249630399998,"(41.745762194, -87.562496304)"
32662,12312415,JE165427,03/10/2021 10:21:00 PM,105XX S EDBROOKE AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,512,5,9.0,49,04B,1179136.0,1835186.0,2021,03/17/2021 04:51:25 PM,41.703037478,-87.61965781200001,"(41.703037478, -87.619657812)"
5581,12271646,JE115320,01/03/2021 12:00:00 AM,015XX W 18TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1233,12,25.0,31,11,1166465.0,1891491.0,2021,01/20/2021 03:51:20 PM,41.857824309,-87.66445229799999,"(41.857824309, -87.664452298)"
57272,12352448,JE214078,04/28/2021 01:40:00 PM,001XX S LA SALLE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,False,False,122,1,42.0,32,11,1175154.0,1899692.0,2021,05/05/2021 04:52:00 PM,41.880138214,-87.632312841,"(41.880138214, -87.632312841)"
41943,12327747,JE183977,03/30/2021 09:42:00 AM,078XX S RIDGELAND AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,False,414,4,8.0,43,04A,1189230.0,1853379.0,2021,04/06/2021 05:03:58 PM,41.75272545,-87.58211502399998,"(41.75272545, -87.582115024)"
3836,12263815,JE106106,01/07/2021 10:00:00 AM,028XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,133,1,3.0,35,14,1176743.0,1886065.0,2021,01/16/2021 03:49:23 PM,41.842709067,-87.626890005,"(41.842709067, -87.626890005)"
46689,12335339,JE193482,04/08/2021 02:30:00 PM,036XX S LAKE PARK AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,212,2,4.0,36,06,1182266.0,1881201.0,2021,04/15/2021 05:38:17 PM,41.829235481,-87.606773297,"(41.829235481, -87.606773297)"
7096,12269878,JE113125,01/15/2021 02:13:00 AM,001XX E 71ST ST,0810,THEFT,OVER $500,GAS STATION,False,False,322,3,6.0,69,06,1178567.0,1857978.0,2021,01/22/2021 03:48:10 PM,41.76559446,-87.621050648,"(41.76559446, -87.621050648)"
14653,12283179,JE129028,01/30/2021 08:00:00 PM,031XX W LYNDALE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1414,14,32.0,22,06,1155091.0,1914920.0,2021,02/06/2021 03:52:06 PM,41.922351296,-87.7055727,"(41.922351296, -87.7055727)"
40472,12326821,JE182921,03/26/2021 01:50:00 PM,069XX S SOUTH SHORE DR,0560,ASSAULT,SIMPLE,APARTMENT,False,False,331,3,5.0,43,08A,1193426.0,1859510.0,2021,04/02/2021 05:04:22 PM,41.769447819,-87.566538409,"(41.769447819, -87.566538409)"
38008,12321260,JE176311,03/21/2021 08:05:00 PM,111XX S EMERALD AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,2233,22,34.0,49,08A,1173301.0,1830990.0,2021,03/28/2021 04:57:44 PM,41.691653719,-87.641147626,"(41.691653719, -87.641147626)"
54641,12346921,JE207340,04/23/2021 01:20:00 AM,071XX S EAST END AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,324,3,7.0,43,08B,1188771.0,1857918.0,2021,04/30/2021 04:49:54 PM,41.765191853000005,-87.583652091,"(41.765191853, -87.583652091)"
50973,12343473,JE202720,04/16/2021 06:00:00 PM,006XX W MADISON ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,121,1,42.0,28,06,,,2021,04/23/2021 04:51:47 PM,,,
49057,12339693,JE198736,04/13/2021 09:32:00 PM,038XX W 64TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,823,8,23.0,65,04B,1151967.0,1861889.0,2021,04/20/2021 04:49:35 PM,41.776889959,-87.71844649799999,"(41.776889959, -87.718446498)"
23405,12297954,JE148021,02/21/2021 03:56:00 PM,0000X W 111TH ST,041A,BATTERY,AGGRAVATED - HANDGUN,GAS STATION,False,False,513,5,34.0,49,04B,1178040.0,1831365.0,2021,02/28/2021 03:48:02 PM,41.692576964000004,-87.623786349,"(41.692576964, -87.623786349)"
2648,12260113,JE101883,01/02/2021 08:30:00 PM,082XX S CLYDE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,414,4,8.0,46,08A,1191619.0,1850816.0,2021,01/16/2021 03:49:23 PM,41.745634781999996,-87.573443415,"(41.745634782, -87.573443415)"
3088,12263680,JE106080,01/07/2021 12:00:00 PM,113XX S TRUMBULL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2211,22,19.0,74,11,1155389.0,1829366.0,2021,01/16/2021 03:49:23 PM,41.687573422,-87.706769362,"(41.687573422, -87.706769362)"
49550,12340034,JE199179,04/13/2021 12:00:00 AM,012XX W LELAND AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,1913,19,46.0,3,08A,1166866.0,1931341.0,2021,04/20/2021 04:49:35 PM,41.967166589,-87.661835196,"(41.967166589, -87.661835196)"
54686,12347437,JE208001,04/23/2021 04:35:00 PM,080XX S ESCANABA AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,422,4,7.0,46,08A,1196894.0,1852290.0,2021,04/30/2021 04:49:54 PM,41.749550092,-87.554066316,"(41.749550092, -87.554066316)"
2165,12266581,JE109393,01/08/2021 05:00:00 PM,024XX N WESTERN AVE,0890,THEFT,FROM BUILDING,OTHER (SPECIFY),False,False,1431,14,1.0,22,06,1159948.0,1916318.0,2021,01/16/2021 03:49:23 PM,41.926088551,-87.687687904,"(41.926088551, -87.687687904)"
29002,12307298,JE159261,03/04/2021 04:58:00 PM,043XX W GLADYS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,False,True,1131,11,28.0,26,14,1147560.0,1898002.0,2021,03/11/2021 03:47:23 PM,41.876074463,-87.733678593,"(41.876074463, -87.733678593)"
61763,12359224,JE222351,05/07/2021 08:30:00 AM,035XX W FRANKLIN BLVD,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,1121,11,27.0,23,04A,1152605.0,1903104.0,2021,05/14/2021 04:55:48 PM,41.889976668,-87.715020015,"(41.889976668, -87.715020015)"
25733,12301947,JE153013,02/26/2021 01:00:00 PM,064XX W FULLERTON AVE,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,False,False,2512,25,36.0,19,06,1133118.0,1915251.0,2021,03/05/2021 03:49:32 PM,41.923672617,-87.78630160600002,"(41.923672617, -87.786301606)"
3347,12260798,JE102567,01/03/2021 11:20:00 PM,083XX S KEATING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,834,8,18.0,70,08B,1146162.0,1848719.0,2021,01/16/2021 03:49:23 PM,41.740861086,-87.740060732,"(41.740861086, -87.740060732)"
9056,12272914,JE116747,01/19/2021 01:36:00 AM,031XX W IRVING PARK RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1733,17,33.0,16,06,1154535.0,1926422.0,2021,01/26/2021 03:51:22 PM,41.953924785,-87.707307,"(41.953924785, -87.707307)"
13413,12284213,JE130416,01/07/2021 07:43:00 AM,017XX N LARRABEE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1813,18,43.0,7,11,1172010.0,1911722.0,2021,02/04/2021 03:49:24 PM,41.913219129,-87.643501974,"(41.913219129, -87.643501974)"
33304,12313740,JE167047,03/12/2021 03:20:00 PM,052XX W RACE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,1523,15,37.0,25,08B,1141343.0,1903051.0,2021,03/19/2021 04:51:13 PM,41.890046473000005,-87.756380901,"(41.890046473, -87.756380901)"
46001,12333894,JE191779,04/06/2021 10:56:00 PM,077XX S WOLCOTT AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,True,611,6,17.0,71,06,1165035.0,1853255.0,2021,04/13/2021 05:27:07 PM,41.752930682,-87.670783162,"(41.752930682, -87.670783162)"
12382,12279793,JE123793,01/26/2021 12:45:00 PM,050XX N NEVA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1613,16,41.0,10,11,1127668.0,1933127.0,2021,02/02/2021 03:48:32 PM,41.972820106,-87.80592321,"(41.972820106, -87.80592321)"
20300,12292159,JE140462,02/13/2021 07:25:00 AM,076XX S COTTAGE GROVE AVE,0560,ASSAULT,SIMPLE,HOTEL / MOTEL,True,False,624,6,8.0,69,08A,1182886.0,1854560.0,2021,02/20/2021 03:50:23 PM,41.756115887,-87.605326291,"(41.756115887, -87.605326291)"
19865,12290174,JE138002,02/04/2021 12:00:00 AM,059XX S INDIANA AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,232,2,20.0,40,06,1178616.0,1865659.0,2021,02/19/2021 03:45:56 PM,41.786670801,-87.62063773,"(41.786670801, -87.62063773)"
10567,12276192,JE119715,01/22/2021 04:40:00 AM,002XX E HURON ST,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,False,False,1834,18,42.0,8,08B,1178046.0,1905133.0,2021,01/29/2021 03:46:26 PM,41.895003278000004,-87.62152816,"(41.895003278, -87.62152816)"
29788,12307976,JE160246,03/05/2021 05:40:00 PM,036XX W POLK ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1133,11,24.0,27,14,1152247.0,1896123.0,2021,03/12/2021 03:54:10 PM,41.870827133,-87.71651901700001,"(41.870827133, -87.716519017)"
38731,12326134,JE182085,03/23/2021 06:00:00 PM,072XX S EVANS AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,323,3,6.0,69,06,1182476.0,1857221.0,2021,03/30/2021 04:51:43 PM,41.763427455,-87.60674647,"(41.763427455, -87.60674647)"
47986,12338164,JE196910,04/10/2021 05:00:00 AM,058XX N KENMORE AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,2022,20,48.0,77,06,1168185.0,1939068.0,2021,04/17/2021 05:31:27 PM,41.988341219,-87.65676102,"(41.988341219, -87.65676102)"
17603,12288080,JE135246,02/07/2021 03:00:00 PM,014XX E 53RD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,234,2,5.0,41,11,1186931.0,1870417.0,2021,02/14/2021 03:47:33 PM,41.799533935,-87.59000011,"(41.799533935, -87.59000011)"
36085,12317631,JE171412,03/17/2021 12:00:00 PM,021XX E 100TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,431,4,7.0,51,11,1192264.0,1839087.0,2021,03/24/2021 05:06:10 PM,41.713433639,-87.571460456,"(41.713433639, -87.571460456)"
39199,12323354,JE178728,03/24/2021 06:44:00 PM,054XX W MADISON ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1522,15,29.0,25,06,1139716.0,1899481.0,2021,03/31/2021 04:59:47 PM,41.880279804000004,-87.762443285,"(41.880279804, -87.762443285)"
56254,12351699,JE212881,04/27/2021 12:05:00 AM,008XX S CARPENTER ST,0820,THEFT,$500 AND UNDER,SCHOOL - PUBLIC GROUNDS,False,False,1232,12,25.0,28,06,1169476.0,1896409.0,2021,05/04/2021 04:49:08 PM,41.871254794,-87.65325715799999,"(41.871254794, -87.653257158)"
27266,12303886,JE155357,02/28/2021 07:00:00 PM,013XX W RANDOLPH SD,0810,THEFT,OVER $500,STREET,False,False,1224,12,27.0,28,06,1167150.0,1901140.0,2021,03/07/2021 03:52:28 PM,41.884287279,-87.661660805,"(41.884287279, -87.661660805)"
27297,12303928,JE155336,02/28/2021 06:50:00 PM,053XX S CARPENTER ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,934,9,20.0,61,08B,1170220.0,1869422.0,2021,03/07/2021 03:52:28 PM,41.797183754,-87.65131233299999,"(41.797183754, -87.651312333)"
30402,12308717,JE161097,03/06/2021 04:18:00 PM,029XX W 60TH ST,0560,ASSAULT,SIMPLE,APARTMENT,False,False,824,8,16.0,66,08A,1157597.0,1864709.0,2021,03/13/2021 03:51:08 PM,41.784516126,-87.69773048799999,"(41.784516126, -87.697730488)"
56893,12351958,JE213468,04/28/2021 10:45:00 PM,065XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,723,7,20.0,68,08B,1173163.0,1861518.0,2021,05/05/2021 04:52:00 PM,41.775429728,-87.640753492,"(41.775429728, -87.640753492)"
22411,12296003,JE145547,02/19/2021 12:01:00 AM,060XX S BISHOP ST,0810,THEFT,OVER $500,STREET,False,False,713,7,16.0,67,06,1167696.0,1864789.0,2021,02/26/2021 03:47:53 PM,41.784524829,-87.660701084,"(41.784524829, -87.660701084)"
9044,12276235,JE120416,01/12/2021 09:00:00 AM,046XX N LAWLER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1623,16,45.0,15,11,1141871.0,1930337.0,2021,01/26/2021 03:48:59 PM,41.964912298,-87.753764494,"(41.964912298, -87.753764494)"
19338,12290632,JE138469,02/11/2021 04:50:00 AM,073XX S STEWART AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,732,7,6.0,68,08B,1174894.0,1856342.0,2021,02/19/2021 03:45:56 PM,41.76118776,-87.634562027,"(41.76118776, -87.634562027)"
61245,12362683,JE226726,04/12/2021 06:00:00 PM,071XX S BELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,832,8,18.0,66,11,1162639.0,1857288.0,2021,05/13/2021 04:59:17 PM,41.764048117,-87.679451254,"(41.764048117, -87.679451254)"
42292,12330372,JE187239,03/14/2021 02:00:00 PM,051XX S PAULINA ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,932,9,16.0,61,11,1165879.0,1870659.0,2021,04/06/2021 05:00:41 PM,41.800671638000004,-87.66719618799999,"(41.800671638, -87.667196188)"
15795,12286872,JE133362,01/04/2021 09:04:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,111,1,42.0,32,06,1176352.0,1900927.0,2021,02/09/2021 03:44:55 PM,41.883500186999996,-87.627876698,"(41.883500187, -87.627876698)"
296,12267172,JE109918,01/09/2021 04:35:00 PM,076XX S PHILLIPS AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,421,4,7.0,43,11,1193856.0,1854827.0,2021,01/16/2021 03:52:53 PM,41.756586786,-87.56511555899998,"(41.756586786, -87.565115559)"
33838,12314724,JE168373,03/13/2021 04:15:00 PM,044XX N MOBILE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1622,16,38.0,15,08B,1133554.0,1928834.0,2021,03/20/2021 04:52:03 PM,41.960938218,-87.78437992399998,"(41.960938218, -87.784379924)"
19896,12291985,JE140305,02/12/2021 10:40:00 PM,082XX S KINGSTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,423,4,7.0,46,14,1194606.0,1850889.0,2021,02/19/2021 03:48:53 PM,41.745762194,-87.56249630399998,"(41.745762194, -87.562496304)"
8555,12276146,JE120372,01/19/2021 05:45:00 PM,053XX N CALIFORNIA AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,2011,20,40.0,4,06,,,2021,01/26/2021 03:51:22 PM,,,
21544,12295070,JE144234,02/17/2021 06:00:00 PM,008XX N PARKSIDE AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1511,15,29.0,25,08A,1138538.0,1905038.0,2021,02/24/2021 03:49:12 PM,41.895550342,-87.76663408299999,"(41.895550342, -87.766634083)"
23074,12297103,JE147087,02/20/2021 02:00:00 PM,052XX N SHERIDAN RD,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GROCERY FOOD STORE,False,False,2023,20,48.0,77,10,1168697.0,1934885.0,2021,02/27/2021 03:46:45 PM,41.976851851999996,-87.654999693,"(41.976851852, -87.654999693)"
5288,12267917,JE110910,01/12/2021 07:00:00 AM,053XX S KIMBARK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,234,2,5.0,41,14,1185566.0,1870184.0,2021,01/19/2021 03:53:51 PM,41.798926848,-87.595013189,"(41.798926848, -87.595013189)"
28912,12306484,JE158168,03/03/2021 06:30:00 AM,131XX S DR MARTIN LUTHER KING JR DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,533,5,9.0,54,14,1181076.0,1818515.0,2021,03/10/2021 03:48:52 PM,41.657245513,-87.613064365,"(41.657245513, -87.613064365)"
26444,12307257,JE158658,02/22/2021 12:00:00 PM,005XX W Cornelia Ave,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1925,19,46.0,6,06,1172033.0,1923866.0,2021,03/06/2021 03:48:05 PM,41.946542274,-87.64305829799999,"(41.946542274, -87.643058298)"
15030,12282776,JE128617,01/31/2021 05:00:00 PM,058XX N MAPLEWOOD AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,False,False,2011,20,40.0,2,11,1158273.0,1938728.0,2021,02/07/2021 03:46:17 PM,41.987617325,-87.69322764100002,"(41.987617325, -87.693227641)"
36033,12318148,JE171960,03/17/2021 08:37:00 PM,037XX W 65TH PL,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,False,833,8,13.0,65,04A,1152511.0,1860912.0,2021,03/24/2021 05:06:10 PM,41.774198227,-87.716477879,"(41.774198227, -87.716477879)"
1477,12262711,JE104678,01/06/2021 05:29:00 AM,018XX E 79TH ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,414,4,8.0,43,04B,1189995.0,1852963.0,2021,01/16/2021 03:49:23 PM,41.751565545,-87.579325017,"(41.751565545, -87.579325017)"
8242,12272997,JE116816,01/18/2021 08:30:00 PM,012XX N BOSWORTH AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1433,14,2.0,24,14,1165862.0,1908315.0,2021,01/25/2021 03:48:31 PM,41.904003566,-87.666185611,"(41.904003566, -87.666185611)"
12038,12277838,JE122465,01/25/2021 02:59:00 AM,022XX N AVERS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2525,25,35.0,22,14,1150344.0,1914628.0,2021,02/01/2021 03:48:35 PM,41.921644056,-87.72302236799999,"(41.921644056, -87.723022368)"
1168,12266154,JE108960,01/09/2021 12:19:00 PM,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1833,18,42.0,8,06,1177324.0,1906733.0,2021,01/16/2021 03:52:53 PM,41.899410159,-87.624131266,"(41.899410159, -87.624131266)"
25616,12301241,JE152284,02/25/2021 05:50:00 PM,014XX W 18TH ST,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,1233,12,25.0,31,06,1167061.0,1891509.0,2021,03/04/2021 03:52:04 PM,41.857860941,-87.66226410899998,"(41.857860941, -87.662264109)"
33678,12314931,JE167926,03/13/2021 01:57:00 PM,016XX W JUNEWAY TER,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,2422,24,49.0,1,04A,1163892.0,1951492.0,2021,03/20/2021 04:52:03 PM,42.022524934,-87.672198152,"(42.022524934, -87.672198152)"
17599,12287812,JE134873,02/07/2021 12:00:00 AM,072XX S YATES BLVD,0810,THEFT,OVER $500,APARTMENT,False,False,334,3,7.0,43,06,1193462.0,1857444.0,2021,02/14/2021 03:47:33 PM,41.763777682,-87.566473969,"(41.763777682, -87.566473969)"
13232,12279513,JE124404,01/27/2021 08:50:00 AM,072XX S WINCHESTER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,735,7,17.0,67,08B,1164610.0,1856593.0,2021,02/03/2021 03:58:22 PM,41.762099598,-87.67224662299999,"(41.762099598, -87.672246623)"
61363,12359322,JE222563,05/06/2021 05:30:00 PM,067XX S EAST END AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,332,3,5.0,43,14,1188697.0,1860575.0,2021,05/13/2021 05:03:37 PM,41.772484654,-87.58383845600002,"(41.772484654, -87.583838456)"
57630,12353225,JE215151,04/29/2021 05:10:00 PM,089XX S LOOMIS ST,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,2222,22,21.0,73,06,1168564.0,1845472.0,2021,05/06/2021 04:50:35 PM,41.731497731,-87.658074565,"(41.731497731, -87.658074565)"
37175,12320243,JE175097,03/20/2021 09:00:00 PM,004XX S LARAMIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1522,15,29.0,25,14,1141803.0,1897269.0,2021,03/27/2021 04:58:28 PM,41.874171444,-87.75483468700001,"(41.874171444, -87.754834687)"
